date,direction,entry,exit,points,pnl_gross,pnl_net,outcome,variant,probability,sample_size
2023-03-09 00:00:00-05:00,long,12242.6,12246.6,3.5,70.0,67.5,win,Compressed|Both|Above|Above,85.71,56
2023-03-15 00:00:00-04:00,short,12022.3,12062.3,-40.5,-810.0,-812.5,loss,Normal|Low|Below|Below,9.41,85
2023-03-16 00:00:00-04:00,short,12245.9,12225.9,19.5,390.0,387.5,win,Normal|Low|Below|Below,9.41,85
2023-03-31 00:00:00-04:00,short,12960.7,12956.0,4.200000000000728,84.00000000001455,81.50000000001455,win,Normal|Low|Below|Below,9.41,85
2023-04-12 00:00:00-04:00,long,12992.8,13001.3,8.0,160.0,157.5,win,Compressed|Both|Above|Above,85.71,56
2023-04-20 00:00:00-04:00,short,12955.6,12995.6,-40.5,-810.0,-812.5,loss,Normal|Low|Below|Below,9.41,85
2023-04-21 00:00:00-04:00,short,12935.5,12917.5,17.5,350.0,347.5,win,Compressed|Low|Below|Below,11.54,52
2023-04-24 00:00:00-04:00,long,12993.6,13011.5,17.399999999999636,347.9999999999927,345.4999999999927,win,Compressed|Both|Above|Above,85.71,56
2023-05-09 00:00:00-04:00,short,13228.0,13216.7,10.799999999999272,215.99999999998545,213.49999999998545,win,Compressed|Low|Below|Below,11.54,52
2023-05-23 00:00:00-04:00,short,13813.6,13808.6,4.5,90.0,87.5,win,Normal|Low|Below|Below,9.41,85
2023-05-24 00:00:00-04:00,short,13627.6,13622.8,4.300000000001091,86.00000000002183,83.50000000002183,win,Compressed|Low|Below|Below,11.54,52
2023-05-29 00:00:00-04:00,short,14348.9,14346.5,1.8999999999996362,37.999999999992724,35.499999999992724,win,Normal|Low|Below|Below,9.41,85
2023-06-07 00:00:00-04:00,long,14594.8,14595.8,0.5,10.0,7.5,win,Compressed|Both|Above|Above,85.71,56
2023-06-09 00:00:00-04:00,long,14508.5,14520.6,11.600000000000364,232.00000000000728,229.50000000000728,win,Compressed|Both|Above|Above,85.71,56
2023-06-15 00:00:00-04:00,short,14920.0,14905.0,14.5,290.0,287.5,win,Normal|Low|Below|Below,9.41,85
2023-06-19 00:00:00-04:00,short,15074.3,15069.5,4.299999999999272,85.99999999998545,83.49999999998545,win,Normal|Low|Below|Below,9.41,85
2023-06-29 00:00:00-04:00,long,15032.3,14992.3,-40.5,-810.0,-812.5,loss,Compressed|Both|Above|Above,85.71,56
2023-07-05 00:00:00-04:00,short,15132.6,15172.6,-40.5,-810.0,-812.5,loss,Compressed|Low|Below|Below,11.54,52
2023-07-24 00:00:00-04:00,long,15476.7,15490.7,13.5,270.0,267.5,win,Compressed|Both|Above|Above,85.71,56
2023-07-31 00:00:00-04:00,long,15786.8,15787.5,0.2000000000007276,4.000000000014552,1.500000000014552,win,Expanded|None|Above|Above,92.16,51
2023-08-01 00:00:00-04:00,short,15684.7,15682.7,1.5,30.0,27.5,win,Compressed|Low|Below|Below,11.54,52
2023-08-18 00:00:00-04:00,short,14603.6,14584.3,18.80000000000109,376.0000000000218,373.5000000000218,win,Normal|Low|Below|Below,9.41,85
2023-09-01 00:00:00-04:00,long,15538.5,15548.2,9.200000000000728,184.00000000001455,181.50000000001455,win,Compressed|Both|Above|Above,85.71,56
2023-09-07 00:00:00-04:00,short,15258.5,15255.2,2.7999999999992724,55.99999999998545,53.49999999998545,win,Normal|Low|Below|Below,9.41,85
2023-09-12 00:00:00-04:00,short,15431.6,15428.8,2.3000000000010914,46.00000000002183,43.50000000002183,win,Compressed|Low|Below|Below,11.54,52
2023-09-15 00:00:00-04:00,short,15468.5,15458.7,9.299999999999272,185.99999999998545,183.49999999998545,win,Normal|Low|Below|Below,9.41,85
2023-10-18 00:00:00-04:00,short,15044.2,15027.7,16.0,320.0,317.5,win,Normal|Low|Below|Below,9.41,85
2023-11-03 00:00:00-04:00,long,14972.8,14992.8,19.5,390.0,387.5,win,Compressed|Both|Above|Above,85.71,56
