date,pnl,cumulative_pnl,equity,peak,drawdown,drawdown_pct
2025-01-07 00:00:00-05:00,-10.499999999956344,18995.00000000031,28995.00000000031,29164.50000000028,-169.4999999999709,-0.5811860309621947
2025-01-15 00:00:00-05:00,991.5000000000146,19986.500000000324,29986.500000000324,29986.500000000324,0.0,0.0
2025-01-21 00:00:00-05:00,47.5,20034.000000000324,30034.000000000324,30034.000000000324,0.0,0.0
2025-02-11 00:00:00-05:00,7.5,20041.500000000324,30041.500000000324,30041.500000000324,0.0,0.0
2025-02-21 00:00:00-05:00,-812.5,19229.000000000324,29229.000000000324,30041.500000000324,-812.5,-2.7045919810927925
2025-02-24 00:00:00-05:00,-812.5,18416.500000000324,28416.500000000324,30041.500000000324,-1625.0,-5.409183962185585
2025-03-06 00:00:00-05:00,515.5000000000291,18932.000000000353,28932.000000000353,30041.500000000324,-1109.499999999971,-3.6932243729506147
2025-03-21 00:00:00-04:00,139.50000000004366,19071.500000000397,29071.500000000397,30041.500000000324,-969.9999999999272,-3.2288667343505377
2025-03-28 00:00:00-04:00,377.5,19449.000000000397,29449.000000000397,30041.500000000324,-592.4999999999272,-1.972271690827425
2025-05-13 00:00:00-04:00,19.500000000043656,19468.50000000044,29468.50000000044,30041.500000000324,-572.9999999998836,-1.9073614832810524
2025-05-23 00:00:00-04:00,569.4999999999709,20038.00000000041,30038.00000000041,30041.500000000324,-3.4999999999126885,-0.011650550072109085
2025-05-28 00:00:00-04:00,383.49999999998545,20421.500000000397,30421.500000000397,30421.500000000397,0.0,0.0
2025-06-13 00:00:00-04:00,353.5000000000582,20775.000000000455,30775.000000000455,30775.000000000455,0.0,0.0
2025-07-02 00:00:00-04:00,439.50000000004366,21214.5000000005,31214.5000000005,31214.5000000005,0.0,0.0
2025-07-09 00:00:00-04:00,237.5,21452.0000000005,31452.0000000005,31452.0000000005,0.0,0.0
2025-08-18 00:00:00-04:00,551.5000000000146,22003.500000000513,32003.500000000513,32003.500000000513,0.0,0.0
2025-08-21 00:00:00-04:00,295.5000000000291,22299.000000000542,32299.000000000542,32299.000000000542,0.0,0.0
2025-08-22 00:00:00-04:00,553.4999999999854,22852.500000000528,32852.500000000524,32852.500000000524,0.0,0.0
2025-08-29 00:00:00-04:00,529.4999999999709,23382.0000000005,33382.000000000495,33382.000000000495,0.0,0.0
2025-09-02 00:00:00-04:00,85.49999999995634,23467.500000000455,33467.50000000045,33467.50000000045,0.0,0.0
2025-09-12 00:00:00-04:00,49.500000000043656,23517.0000000005,33517.000000000495,33517.000000000495,0.0,0.0
2025-09-15 00:00:00-04:00,301.50000000001455,23818.500000000513,33818.50000000051,33818.50000000051,0.0,0.0
2025-09-25 00:00:00-04:00,109.4999999999709,23928.000000000484,33928.00000000048,33928.00000000048,0.0,0.0
